autor_data	autor_nome	autor_endereco	autor_titulo	autor_comentario	autor_viagem
18-06-2018	IOLANDAFILHA	CORUMBÁ, MS	POR DO SOL, MELHOR LUGAR PARA VER.	ÁGUAS, ORA CALMAS ORA TURBULENTAS. MAS É UM LUGAR MUITO TRANQUILO, NÃO EXISTE LUGAR MELHOR PARA SE APRECIAR O POR DO SOL QUE CHEGA A TIRAR O FOLEGO DE TÃO LINDO. MUITOS CASAIS VÃO ATÉ O LOCAL PARA APRECIAR, MAS OS SOLTEIROS COMO EU TAMBÉM.	PRAIA DE IRACEMA - FORTALEZA (CE)
17-06-2018	AURICÉLIO S	FORTALEZA, CE	CARTÃO POSTAL DE FORTALEZA	A PRAIA DE IRACEMA É SEM DÚVIDA O CARTÃO POSTAL DE FORTALEZA, AINDA TEM OS FAMOSOS ESPIGÕES ONDE DE UM DELES AINDA PODE-SE VER OS GOLFINHOS BRINCANDO TODOS OS DIAS POR VOLTA DAS 05:30AM OU 17:30PM	PRAIA DE IRACEMA - FORTALEZA (CE)
13-06-2018	MARILIA	SÃO PAULO, SP	CURTIR FINAL DE TARDE	ADOREI O POR DO SOL E PASSEAR A NOITE, O CALÇADÃO É LARGO E SUPER MOVIMENTADO, VARIAS PESSOAS FAZENDO ATIVIDADE FÍSICA E CAMINHANDO. ATÉ UMAS 22:00 DÁ PARA FICAR TRANQUILAMENTE, POSSUI ALGUNS CARRINHOS COM ÁGUA DE COCO ($ 2,00), PIPOCA, MILHO, CHURROS E OUTROS. PRAIA LIMPA MAS COM POUCOS BANHISTAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-06-2018	KATHLEEN M	VÁRZEA GRANDE, MT	BOM	VISITE A PRAIA DE IRACEMA É MUITO BOM, FALE APENA, PRINCIPALMENTE SE FICAR EM UM HOTEL PRÓXIMO, MELHOR AINDA.  RECOMENDO	PRAIA DE IRACEMA - FORTALEZA (CE)
10-06-2018	MAPANDIM	SÃO JOSÉ DO RIO PRETO, SP	UMA VISTA PARA RELAXAR	A PRAIA É BEM LIMPA, AREIA CLARA E A COR DO MAR É ENCANTADORA.	PRAIA DE IRACEMA - FORTALEZA (CE)
10-06-2018	_MAURILIOCB	FLORIANÓPOLIS, SC	A DESBRAVADORA IRACEMA E SEU CACHORRINHO	SENHORES TURISTAS, VISITE A PRAIA DE IRACEMA, VALE A PENA, ÓTIMA INFRA ESTRUTURA, PESSOAS MARAVILHOSAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
10-06-2018	ADRIANA MATOS	SALVADOR, BA	BOA PRAIA	PRAIA TRANQUILA, CALÇADÃO AMPLO , LOCAIS PARA VENDA DE BEBIDAS, COMIDAS ETC . POLICIAMENTO DIA E NOITE .	PRAIA DE IRACEMA - FORTALEZA (CE)
10-06-2018	NANAROCHA	CAMPINAS, SP	BONITA, MAS IMPRÓPRIA PARA BANHO	A PRAIA NÃO É FEIA, TEM ESPAÇO PARA CAMINHADA, MAS SOUBE QUE TEM MUITOS ASSALTOS E TAMBÉM É IMPRÓPRIA PARA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
7-06-2018	ALBERTO SANTOS N	RECIFE, PE	PRAIA LINDA DE NOME	A PRAIA É FEIA E ATERRADA, CUIDADO MUITA PROSTITUIÇÃO E ASSALTOS, NUNCA ANDE COM NADA, E EVITAR ANDAR A NOITE, RUAS ESQUISITAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
6-06-2018	ANA SIQUEIRA	BELO HORIZONTE, MG	MARAVILHOSA	A PRAIA DE IRACEMA TEM UMA VISTA INCRÍVEL!! DURANTE MEU PASSEIO FUI PRIVILEGIADA COM A RECEPÇÃO DE DOIS GOLFINHOS LINDOS!	PRAIA DE IRACEMA - FORTALEZA (CE)
5-06-2018	LYDIANE ISAIAS	26 CONTRIBUIÇÕES	BOM	PRAIA BOA. COM ORLA BOA PARA EXERCÍCIOS AO AR LIVRE. VARIAS BARES E RESTAURANTES ESPALHADOS PELA ORLA. BOA	PRAIA DE IRACEMA - FORTALEZA (CE)
4-06-2018	VÍCTOR F	CATAGUASES, MG	SENTIMENTO DE PAZ	ÓTIMO LUGAR PARA PASSEAR DE DIA E DE NOITE. EXCELENTE PARA TIRAR FOTOS MARAVILHOSAS, CAMINHAR PELA ORLA E TOMAR AQUELA ÁGUA DE COCO DELICIOSA. TEM UMA VISTA QUE TE DÁ AQUELA SENSAÇÃO DE PAZ, E DÁ VONTADE DE PERMANECER ALI.	PRAIA DE IRACEMA - FORTALEZA (CE)
4-06-2018	HSL12016	LISBOA, PORTUGAL	RELAXANTE!!	ÓTIMA PARA DESCANSAR. BEIRA MAR EXCELENTE PARA PASSEAR, FAZER CAMINHADAS, ANDAR DE BICICLETA, CORRER OU SIMPLESMENTE DESFRUTAR DAS ESPLANADAS EXISTENTES!	PRAIA DE IRACEMA - FORTALEZA (CE)
31-05-2018	SONIA_TUPA	TUPÃ, SP	LINDA	POR SER UMA PRAIA NA CAPITAL, PERTO DO CENTRO, É LIMPA MAS MUITO BONITA, APROPRIADA PARA CAMINHADA NAS TARDES	PRAIA DE IRACEMA - FORTALEZA (CE)
29-05-2018	JOÃO RENATO F	JUNDIAÍ, SP	ÓTIMO LUGAR PARA UM CAMINHADA OU CORRIDA A BEIRA MAR	EXCELENTE LUGAR PARA UMA CAMINHADA OU CORRIDA A BEIRA MAR. BEM MOVIMENTADA E ILUMINADA. COM OPÇÕES TAMBÉM PARA QUEM QUER COMPRAR AGUA, AGUA DE COCO, E ATÉ ALGO PARA COMER.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-05-2018	RIBEIOJLR	SÃO PAULO, SP	RECOMENDO	PRAIA BONITA. RECOMENDO EXISTEM DIVERSAS ATRACOES COMO O PIRATA, SHOWS LOCAIS A PRECO JUSTO FICA PROXIMO AO CENTRO DE FORTALEZA. SUPER RECOMENDO	PRAIA DE IRACEMA - FORTALEZA (CE)
14-05-2018	RITHINHA F	MACEIÓ, AL	ORLA DESERTA	ORLA COM POUCA ESTRUTURA, NÃO TEM MUITA ATRAÇÃO PARA O TURISTA.	PRAIA DE IRACEMA - FORTALEZA (CE)
13-05-2018	GEÓRGENES MARCAL	BRASIL	ORLA CHEIA DE VIDA À NOITE	NO INÍCIO EU ESTAVA MEIO INSEGURO DE VISITAR FORTALEZA POR CONTA DA SITUAÇÃO DE VIOLÊNCIA NA CIDADE, MAS ESSA PRAIA É UMA OPÇÃO CERTA, PORQUE FICA CHEIA DE GENTE À NOITE FAZENDO ESPORTES, AULA DE DANÇA, COOPER, VENDEDORES... EU ADOREI E ME LEMBROU UM POUCO O CALÇADÃO DO RIO DE JANEIRO	PRAIA DE IRACEMA - FORTALEZA (CE)
12-05-2018	CELESTE P	SÃO LUÍS, MA	EXPERIÊNCIA MARAVILHOSA	FUI CAMINHAR NA PRAIA A TARDEZINHA, FIQUEI IMPRESSIONADA COM FLUXO DE PESSOAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
8-05-2018	REGINALDOLEON	SÃO PAULO, SP	PRAIA GOSTOSA COM PESSOAS BONITAS	ESTIVE EM FORTALEZA E ME HOSPEDEI PRÓXIMA A PRAIA DE IRACEMA. A PRAIA É DELICIOSA, COM PESSOAS BONITAS CAMINHANDO NO CALÇADÃO, BOM POLICIAMENTO, ME SENTI MUITO SEGURO! NO FINAL DA TARDE A GALERA SE ENCONTRA PRA CONVERSAR, OU FAZER UMA MEDITAÇÃO!	PRAIA DE IRACEMA - FORTALEZA (CE)
8-05-2018	ROSILENE APAREC... L	LIMEIRA, SP	OTIMA CAMINHADA	AO CAMINHAR PELA ORLA DE FORTALEZA, COM EXCELENTE CALÇADAS, E VISTA  MARAVILHOSA, SEGURANÇA E BELEZA .	PRAIA DE IRACEMA - FORTALEZA (CE)
6-05-2018	ANA JUCELIA	ATIBAIA, SP	ÓTIMO PASSEIO	PASSEIO MTO BOM EM FAMÍLIA.. PENA Q ESSE ANO A PONTE METÁLICA ESTÁ EM REFORMA.. AGR TEM O LETREIRO COM O NOME "FORTALEZA" MTO LEGAL PRA FOTOS...	PRAIA DE IRACEMA - FORTALEZA (CE)
6-05-2018	MARIANA N	ÁGUAS DE LINDÓIA, SP	PASSEIO	BACANA, DEU PARA APROVEITAR BEM , PORÉM SEMPRE ATENTO ÀS DICAS DO PESSOAL LOCAL QUANTO À SEGURANÇA, MAS É BACANA.	PRAIA DE IRACEMA - FORTALEZA (CE)
3-05-2018	JANAREDATORA	SÃO PAULO, SP	LOTADA	PRESENCIEI UM ARRASTÃO NA AREIA, NUMA TARDE DE FERIADO. AMBIENTE HOSTIL, LOTADO, COM CHEIRO RUIM. NÃO DÁ NEM PARA TIRAR FOTO NA FAMOSA PONTE OU NA ESCULTURA DE IRACEMA, PORQUE O MEDO DO ASSALTO É MAIOR QUE TUDO. É A PARTE MAIS LOTADA DO 'CENTRO URBANO' DE PRAIAS DE FORTALEZA - MELHOR IR PARA O LADO DA BEIRA-MAR, É MENOS ABARROTADO.	PRAIA DE IRACEMA - FORTALEZA (CE)
2-05-2018	SYLVIO F	MARICÁ, RJ	LUGAR LINDO	ÓTIMO PARA PASSEAR. PRAIA LINDA COM ÁGUAS CRISTALINAS. PENA QUE IMPRÓPRIA PARA BANHOS. MAS ÓTIMO LOCAL PARA PASSEIOS NO FINAL DA TARDE E NOITE.	PRAIA DE IRACEMA - FORTALEZA (CE)
1-05-2018	CRIS	GRAMADO, RS	BONITA PRAIA	A NOITE FICA BEM CHEIA A ORLA, O QUE ME CHAMOU ATENÇÃO. VÁRIAS CRIANÇAS ANDANDO DE PATINS BEM LEGAL. A SEGURANÇA SE FAZ PRESENTE, O QUE É MUITO IMPORTANTE.  VÁRIAS CASAS DE HUMOR BEM PERTINHO PARA APROVEITAR.	PRAIA DE IRACEMA - FORTALEZA (CE)
30-04-2018	LEO F	68 CONTRIBUIÇÕES	MUITA PEDRA E UM POUCO SUJA	PRAIA BONITA MAS SEM MUITOS ATRATIVOS MUITAS PEDRAS O QUE COMPLICA O BANHO, MAS A ÁGUA É CALMA E QUENTE. AO QUE TUDO INDICA ELA PRÓPRIA PARA BANHO.	PRAIA DE IRACEMA - FORTALEZA (CE)
29-04-2018	CATIA M	121 CONTRIBUIÇÕES	APRECIAR O POR DO SOL	O POR DO SOL NA PRAIA DE IRACEMA É MAIS QUE MÁGICO. DÁ SUPER CERTO UM PASSEIO EM FAMÍLIA. ÓTIMO PARA QUALQUER IDADE.	PRAIA DE IRACEMA - FORTALEZA (CE)
29-04-2018	CLEIDE P	96 CONTRIBUIÇÕES	PRAIA MUITO BONITA	ADOREI A PRAÇA,COM A ESTÁTUA DE IRACEMA, MAS A PRAIA EM SI É LINDA MAS DIFÍCIL PARA BANHO, MARÉ MUITO FORTE.	PRAIA DE IRACEMA - FORTALEZA (CE)
29-04-2018	RODRIGO MATTOS	SÃO PAULO, SP	UMA BOA CAMINHADA	A PRAIA DE IRACEMA TEM UMA ORLA MUITO TRANQUILA, BEM MOVIMENTADA E POLICIADA. SINTO-ME SEMPRE MUITO SEGURO QUANDO SAIO PARA FAZER CAMINHADAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
28-04-2018	DANIMONTEIRO74	SÃO PAULO, SP	MUITO BONITA	ESTAMOS HOSPEDADOS NA FRENTE DA PRAIA DE IRACEMA, MAR CALMO, PRAIA VAZIA ( NÃO SEI SE É PORQUE COMO DIZEM É IMPROPRIA PARA BANHO ) MAS VISUALMENTE ACHEI BONITA. CALÇADÃO BEM CUIDADO NA PARTE EM QUE ESTAMOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-04-2018	VANIABARROS	NATAL, RN	OTIMO CALÇADAO	OS 3 DIAS QUE FIQUEI HOSPEDADA NO HOTEL BEIRA MAR , PASSEI MUITO PELO CALÇADÃO, PRAIA LINDA COM LINDOS PRÉDIOS PESSOAS BONITAS,CALÇADAO ÓTIMO PARA FAZER CAMINHADA E FINAL DE TARDE TEM A FEIRINHA DE ARTESANATO, BARRACAS NA BEIRA DA PRAIA COM BOA INFRAESTRUTURA, APESA DA PRAIA NÃO SE TÃO ADEQUADA PARA BANHO, MAS NÃO DEIXA DE SE BOM , AMO FORTALEZA, SUAS PRAIAS, O CENTRO DA CIDADE O MERCADO CENTRAL , TUDO É MUITO FACINANTE	PRAIA DE IRACEMA - FORTALEZA (CE)
27-04-2018	CARLOS EDUARDO C	36 CONTRIBUIÇÕES	CARTÃO POSTAL DE FORTALEZA	A FAMOSA PRAIA DE IRACEMA , LOCALIZADA DE CENTRO EM FORTALEZA UMA VISTA LINDA, MUITOS BARES E RESTAURANTES, ADOREI ANDAR DE PATINS NESSA ORLA.	PRAIA DE IRACEMA - FORTALEZA (CE)
27-04-2018	KEYLA A	20 CONTRIBUIÇÕES	BELA VISTA DA CIDADE	A PRAIA EM SI NÃO É RECOMENDADA P BANHO, EMBORA ALGUMAS PESSOAS IGNORAM TAL RECOMENDAÇÃO !	PRAIA DE IRACEMA - FORTALEZA (CE)
26-04-2018	ROBERTHA P	BRASÍLIA, DF	RAZOÁVEL	PRAIA BONITA, MAS IMPROPRIA PARA BANHO. VÁRIAS OPÇÕES DE RESTAURANTES BONS. O RUIM SÃO OS RATOS, TEM MUITOS, NO MEIO DAS PEDRAS	PRAIA DE IRACEMA - FORTALEZA (CE)
26-04-2018	EDVARDE R	BRASÍLIA, DF	PRAIA DE IRACEMA FORTALEZA CE	É UMA PRAIA DA CIDADE COM UM LITORAL GRANDE DE AREIA PORÉM COM NENHUMA BARRACA. É UM LOCAL ONDE A PREFEITURA DE FORTALEZA FAZ FESTA JUNINA, FESTAS REGIONAIS E O REVEILON.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-04-2018	LEANDRO F	SÃO JOSÉ DOS CAMPOS, SP	VIDA NOTURNA	UMA DAS PRINCIPAIS PRAIAS DO CENTRO DE FORTALEZA, TEM UMA VIDA NOTURNA BEM AGITADA, MAS NÃO TANTO QUANTO AS PRAIAS PROXIMAS DE MUCURIPE E MEIRELES. NÃO É RECOMENDÁVEL FICAR ATÉ TARDE DA NOITE NA PRAIA, POIS O INDICE DE ASSALTOS É GRANDE. A PRAIA EM SI NÃO É RECOMENDADA PARA BANHO	PRAIA DE IRACEMA - FORTALEZA (CE)
23-04-2018	KIYOMIACRE	RIO BRANCO, AC	ÓTIMA LOCALIZAÇÃO	ÓTIMA LOCALIZAÇÃO, FEIRINHA DE PRODUTOS REGIONAIS PARA LEMBRANCINHAS E USO PRÓPRIO COM PREÇOS AMIGOS. SÓ A PRAIA QUE NÃO É RECOMENDÁVEL PARA O BANHO, DE ACORDO COM OS PRÓPRIOS HABITANTES	PRAIA DE IRACEMA - FORTALEZA (CE)
22-04-2018	ITALOLIMA97	7 CONTRIBUIÇÕES	ORLA NOTURNA	ÓTIMA ORLA PARA DAR AQUELA VOLTA NOTURNA, DIVERSOS BARES E RESTAURANTES, EM ALTA TEMPORADA TEM MUITAS PESSOAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
21-04-2018	TEOCOR	ITAPIRA, SP	DEGRADANTE	A PRAIA É IMPRATICÁVEL. MUITAS PESSOAS TE RONDANDO, CALÇADÃO SUJO, DESTRUÍDO, FEDIDO. É A DEGRADAÇÃO DA CIDADE BRASILEIRA. MUITO POTENCIAL REVERTIDO EM SENSAÇÃO DE TOTAL INSEGURANÇA. SÓ VÁ SE QUISER FICAR A MERCÊ DE BANDIDOS.	PRAIA DE IRACEMA - FORTALEZA (CE)
18-04-2018	NERIZE D	50 CONTRIBUIÇÕES	PRAIA FEDIDA ?	A PRAIA É BEM FEDIDA ! MEIO SUJA A ESTRUTURA PARA PASSEAR NA PONTE DOS INGLESES PRECISA DE REPARAÇÃO! A PRAIA É BEM CENTRAL BEM LOCALIZADA ! TEM BONS RESTAURANTES PRÓXIMOS É COMÉRCIO ( FARMÁCIA, PAPELARIA , MERCADINHO , POSTO DE GASOLINA ) NÃO VI NENHUM CASO DE ROUBO MAS FUI ALERTADA ALGUMAS VEZES PARA TER CUIDADO !	PRAIA DE IRACEMA - FORTALEZA (CE)
15-04-2018	IGUASSUADVENTURES	FOZ DO IGUAÇU, PR	BOAS OPÇÕES DE HOTEIS	VARAIS OPÇÕES DE HOTEIS PRÓXIMOS A PRAIA, MERCADOS E LOJAS. MAS INFELIZMENTE A PRAIA NÃO É BOA PARA BANHO.. CLASSIFICADA COMO IMPRÓPRIA MAS IGUAL SE VÊ ALGUMAS PESSOAS TOMANDO BANHO..	PRAIA DE IRACEMA - FORTALEZA (CE)
11-04-2018	LEANDRO W	BRASÍLIA, DF	PRAIA SEM BANHO	APESAR DE SER UM DOS CARTÕES POSTAIS DA CIDADE, A PRAIA NÃO É PRÓPRIA PRA BANHO E	PRAIA DE IRACEMA - FORTALEZA (CE)
9-04-2018	ROFELIPPE2003	SÃO PAULO, SP	SOSSEGADA PARA VISITAR	TRATA-TE PRAIA BONITA , MAS SÓ PARA CONHECER , É UM LUGAR UM POUCO PARADO . A NOITE TOMAR CUIDADO ANDAR POR LÁ . É UM	PRAIA DE IRACEMA - FORTALEZA (CE)
6-04-2018	MARIA CLARA P	13 CONTRIBUIÇÕES	CAMINHADAS E VIDA NOTURNA	NÃO FUI PARA BANHOS NA PRAIA DE IRACEMA, EMBORA TENHA ME HOSPEDADO EM FRENTE, MAS FUI ORIENTADA PELOS TAXISTAS POIS NÃO É PRÓPRIA PARA BANHO. MAS É UMA DELÍCIA CAMINHAR NO CALÇADÃO E APROVEITAR A NOITE.	PRAIA DE IRACEMA - FORTALEZA (CE)
19-04-2018	EDUARDO C	MANAUS, BRASIL	ÓTIMA LOCALIZAÇÃO E ORLA	SOU SUSPEITO PARA FALAR, MAS A PRAIA DE IRACEMA, PRA MIM, É A MAIS BEM LOCALIZADA DE FORTALEZA. FICA PERTO DO CENTRO CULTURAL DRAGÃO DO MAR, PONTE METÁLICA, TEM UM ÓTIMO ESPAÇO PARA ESPORTES, CAMINHADA, FICA MEIO PERTO DO CENTRO E, SE TIVER DISPOSIÇÃO, À NOITE PODE-SE CAMINHAR ATÉ O NÁUTICO PARA VISITAR A FEIRA DE ARTESANATO NA PRAIA. É IMPERDÍVEL PARA QUEM GOSTA DE PRAIA, BARRACAS-RESTAURANTES NA AREIA BEM ESTRUTURADOS, PASSEAR À NOITE COM A FAMÍLIA, BATER UM PAPO. SÓ NÃO TEM ONDE ESTACIONAR, ACONSELHO A IR DE UBER OU DE ÔNIBUS. ALGUNS DIZEM QUE NÃO É BOM PARA TOMAR BANHO, MAS A PRAIA É MUITO BEM FREQUENTADA À NOITE. VALE A PENA.	PRAIA DE IRACEMA - FORTALEZA (CE)
15-04-2018	DIOGO FN	FORTALEZA, CE	ÓTIMA PRAIA PARA CONHECER.	É NOTÓRIO QUE FORTALEZA POSSUI MUITAS ÁREAS PRAIANAS, PARA AQUELES QUE NÃO POSSUEM TEMPO E DISPONIBILIDADE PARA SE DESLOCAR ATÉ OUTRAS PRAIAS FORA DE FORTALEZA, CABE MUITO BEM A VISITA A PRAIA DE IRACEMA. POSSUI BONS HOTÉIS, BARRACAS E ESPAÇO PARA CORRER OU CAMINHAR. RECOMENDADÍSSIMO. NÃO ESQUEÇA DE CONHECER ESTA PRAIA QUANDO VIR A FORTALEZA.	PRAIA DE IRACEMA - FORTALEZA (CE)
14-04-2018	FLAVIA CAVALCANTI	CAMPO GRANDE, MS	MELHOR LOCALIZAÇÃO	É MINHA SEGUNDA VEZ EM FORTALEZA E MINHA ESTADIA É SEMPRE PRAIA DE IRACEMA .PRAIA MOVIMENTADA LOCALIZAÇÃO PRIVILEGIADA PERTO DO BAR DO PIRATA LUPUS BER MERCADO CENTRAL DRAGÃO FERINHA DA MADRUGADA (QUARTA P QUINTA E DE SÁBADO P DOMINGO) DRAGÃO  MAR FAZIA TODO O TRAJETO A PÉ E A NOITE RETORNAVA DE UBER  JÁ QUE NÃO É RECOMENDADO DEPENDENDO DO HORÁRIO ANDAR A PÉ NAS ALTAS HORAS SUPER BARATO ME HOSPEDEI NO CASA BLANCA HOTEL	PRAIA DE IRACEMA - FORTALEZA (CE)
14-04-2018	RICARDO GIOVANN... D	VITÓRIA, ES	AGUA QUENTE	SE VOCÊ VIER PARA O CEARÁ PRECISA CONHECER A PRAIA DE IRACEMA É LINDA, TEM A ÁGUA MAIS QUENTE DO NORDESTE E LIMPA, O VISUAL É APAIXONANTE, ACORDA CEDO PASSEIA PELA ORLA E TOME UM CAFÉ COM  TAPIOCA,  VENDIDO NO CALÇADÃO,  OBSERVANDO ESTA OBRA DE DEUS. NESTE CALÇADÃO TEM VARIOS BARES,  RESTAURANTE E FEIRAS DE ARTESÃ.	PRAIA DE IRACEMA - FORTALEZA (CE)
14-04-2018	LUCIA T	RECIFE, PE	PRAIA URBANA	PRAIA BONITA MAS NÃO ACONSELHÁVEL BANHOS DE MAR DEVIDO A POLUIÇÃO...ENTRETANTO OFERECE UMA VARIEDADE DE RESTAURANTES E BARES, BOA PRA CAMINHAR NO CALÇADÃO. TEM UMA ESTÁTUA EM HOMENAGEM A IRACEMA  A ÍNDIA QUE DÁ NOME A PRAIA E UMA ESPECIE DE PIER QUE AVANÇA PARA O MAR INTERESSANTE DE SE VISITAR PARA TIRAR FOTOS SENTIR A BRISA E O CHEIRO DO MAR A NOITE.	PRAIA DE IRACEMA - FORTALEZA (CE)
5-04-2018	VALÉRIA B	GUARUJÁ, SP	PRAIA BONITA	FICAMOS HOSPEDADOS NA PRAIA DE IRACEMA, DIZEM QUE A PRAIA NÃO É PRÓPRIA PARA BANHO, MAS É MUITO BELA, E CAMINHAR PELO CALÇADÃO OLHANDO O MAR, OU ATÉ MESMO ALUGAR UM PATINS PARA DAR AQUELE ROLÊ PELO CALÇADÃO, É MUITO BOM, A NOITE TEM VÁRIOS CARRINHOS DE LANCHE, ÁGUA DE  COCO E AÇAÍ, GOSTEI MUITO DA PRAIA DE IRACEMA.	PRAIA DE IRACEMA - FORTALEZA (CE)
4-04-2018	SONIAMARIALIMA1963	FRUTAL, MG	MARAVILHOSO	PRAIA LINDA,PESSOAS EDUCADAS,MAR LINDO,ADOREI,VOLTAREI DE NOVO,MUITO LINDO,ACONCHEGANTE,PASSEIO MAGNIFICO	PRAIA DE IRACEMA - FORTALEZA (CE)
3-04-2018	SIMONED4	53 CONTRIBUIÇÕES	ÓTIMO PARA PASSEAR	ESSA PRAIA É BEM GOSTOSA PARA PASSEAR OU SE EXERCITAR. O MOVIMENTO MAIOR É NO FINAL DO DIA, QUANDO AS PESSOAS SAEM DO TRABALHO. MUITO LEGAL PARA TIRAR FOTO TAMBÉM.	PRAIA DE IRACEMA - FORTALEZA (CE)
3-04-2018	RICARDO	SANTO ANTÔNIO DE JESUS, BA	PASSEIO NOTURNO	SAÍMOS DO HOTEL E FOMOS PASSEAR, A PRAIA TEM MUITAS PESSOAS FAZENDO CAMINHADA	PRAIA DE IRACEMA - FORTALEZA (CE)
3-04-2018	LUANA LEONARDO R	28 CONTRIBUIÇÕES	AMOOOOOO	AMO, AMO E AMO!!! VOLTAREI SEMPRE! MELHOR LUGAR PARA PASSEAR, FAZER COMPRAS E SE DIVERTIR A NOITE!!!	PRAIA DE IRACEMA - FORTALEZA (CE)
2-04-2018	VILLA  D	ITATIBA, SP	INTERESSANTE	É A PRAIA DE PASSEIO DO CENTRO, MAS NADA EM ESPECIAL, APENAS É PRECISO TOMAR MUITO CUIDADO, PEQUENOS FURTOS E MUITOS DROGADOS E MORADORES DE RUA NA REGIÃO.	PRAIA DE IRACEMA - FORTALEZA (CE)
2-04-2018	DIEGO L	11 CONTRIBUIÇÕES	VISÃO MARAVILHOSA	A MELHOR HORA DE VER É NO FINAL DA TARDE, A PAISAGEM É SIMPLESMENTE FANTÁSTICA. INDICO VER E TIRAR VÁRIAS FOTOS DO POR DO SOL	PRAIA DE IRACEMA - FORTALEZA (CE)
2-04-2018	THALITASAENE	FORTALEZA, CEARA, BRAZIL	LUGAR “BONITO”, MAAAS	O LUGAR TINHA TUDO PRA SER UM PASSEIO SUPER AGRADÁVEL, MAS, INFELIZMENTE, NÃO TEM ATENÇÃO DO PODER PÚBLICO. ANDAR ALI GERA UM CLIMA DE INSEGURANÇA CONSTANTE.	PRAIA DE IRACEMA - FORTALEZA (CE)
30-03-2018	OLIVER BARRETO	NATAL, RN	A CARA DE FORTALEZA!	A PRAIA DE IRACEMA É A CARA DE FORTALEZA! CARTÃO POSTAL DA CIDADE! CONTA COM UMA ORLA BEM ESTRUTURADA, COM CALÇADÃO E PIER. ALÉM DISTO, TEM VÁRIOS RESTAURANTES PRÓXIMOS, PARA TODOS OS GOSTOS!	PRAIA DE IRACEMA - FORTALEZA (CE)
27-03-2018	RAYANE S	7 CONTRIBUIÇÕES	ÓTIMA EXPERIÊNCIA	AMEI A PRAIA POREM É UMA PRAIA MAIS HUMILDE, E A ESTRUTURA E MAIS SIMPLES QUE AS DEMAIS. PORÉM FOI OTIMO	PRAIA DE IRACEMA - FORTALEZA (CE)
25-03-2018	VERA S	ANGRA DOS REIS, RJ	UM POUCO ABANDONADA	A ESTRUTURA DA PRAIA ESTÁ UM POUCO ABANDONADA. POUCA ILUMINAÇÃO PRÓXIMO DO MONUMENTO DE IRACEMA.	PRAIA DE IRACEMA - FORTALEZA (CE)
24-03-2018	KELEITE	BELO HORIZONTE, MG	ORLA BONITA E SEGURA	A PARTE DO ATERRO É  MUITO BONITA E TEM POLICIAMENTO O DIA TODO, MAS O MAR NÃO  É  INDICADO PARA CRIANÇAS NEM ADULTOS  SEM VIVÊNCIA COM O MAR. AS ONDAS SÃO  BASTANTE ALTAS E CONTÍNUAS, A POUCOS METROS DA AREIA NÃO  DÁ  MAIS PÉ  E AS CORRENTES SÃO  MUITO FORTES. NO DIA EM QUE ESTÁVAMOS LÁ  UM TURISTA MORREU AFOGADO.	PRAIA DE IRACEMA - FORTALEZA (CE)
23-03-2018	ERASMO D	PORTO ALEGRE, RS	BOA PARA CAMINHADA	COMO FIQUEI HOSPEDADO NA PRAIA DE IRACEMA APROVEITEI PARA DAR UMA CAMINHADA NA ORLA PRINCIPALMENTE A  NOITE.	PRAIA DE IRACEMA - FORTALEZA (CE)
21-03-2018	FRANCIS T	RIO GRANDE, RS	BELISSIMA	LUGAR MUITO BOM PARA PASSEAR, O COMERCIO É BOM TAMBEM. MUITO POLICIAMENTO NO LOCAL E BARRACAS NAS PRAIAS MUITO ATRATIVAS.	PRAIA DE IRACEMA - FORTALEZA (CE)
20-03-2018	ELAINE MARY A	13 CONTRIBUIÇÕES	LAZER	O MAIS LINDO POR DO SOL	PRAIA DE IRACEMA - FORTALEZA (CE)
20-03-2018	JULIANA N	RIO DE JANEIRO, RJ	LOCAL ANIMADO A NOITE	DURANTE O DIA A PRAIA É SUPER VAZIA, MAS A NOITE TEMOS UM MOVIMENTO NOTURNO. A PRAIA EM SI TEM MUITAS ONDAS E PUXA MUITO...	PRAIA DE IRACEMA - FORTALEZA (CE)
18-03-2018	GRUSKE	NOVO HAMBURGO, RS	LOCAL APRAZÍVEL	UM DOS POUCOS LUGARES EM FORTALEZA QUE SE PODE TER SEGURANÇA.	PRAIA DE IRACEMA - FORTALEZA (CE)
17-03-2018	RODRIGOKAROL	CAMPINAS, SP	PRAIA URBANIZADA	A PRAIA DE IRACEMA TEM ESTE NOME DEVIDO A FAMOSA ÍNDIA DO ROMANCE DE JOSÉ DE ALENCAR. O LOCAL É UM DOS MAIS PROCURADO POR TURISTAS PARA SE HOSPEDAR POR CONTER MUITA BADALAÇÃO, RESTAURANTES ,BARES E HOTÉIS; É UM REDUTO PARA OS MAIS JOVENS.	PRAIA DE IRACEMA - FORTALEZA (CE)
